i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,9.243481031324394280e+03,-7.866977005613651386e+01,1.471145697511448134e+03,7.866977005613651386e+01,2.852231771777976044e-01,-2.826514506606416788e-01,-3.821541886244594205e-02,-6.213308019968679652e-01,-7.591202028512377131e-01,-7.866977005613651386e+01,-9.243481031324394280e+03
1,8.343598348771313340e+02,-1.125707244030532593e+03,1.327924920380330320e+02,1.125707244030532593e+03,3.181498759903607532e+00,-2.761059435964183240e-01,3.169495206997310799e+00,7.439934604525116901e-01,-1.536838738916386504e-01,-1.125707244030532593e+03,-8.343598348771313340e+02
