i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,7.229746145712106227e+02,-1.241676353715686432e+01,1.150649836389659981e+02,1.241676353715686432e+01,2.367504406783238202e-01,-2.337004147854514768e-01,3.787990615733444200e-02,9.814831385785907081e-01,-1.750608979500632989e-01,-1.241676353715686432e+01,-7.229746145712106227e+02
1,1.060717428463391479e+04,-3.018695339728671456e+01,1.688184219636726311e+03,3.018695339728671456e+01,2.123206050325930350e-01,-1.472354604395857969e-01,1.529763331713423491e-01,-8.452510082376392120e-01,-5.204989026825316278e-01,-3.018695339728671456e+01,-1.060717428463391479e+04
