i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,9.814744305181374102e+02,-6.852702597134488371e+01,1.562065071352645589e+02,6.852702597134488371e+01,1.236473516957491692e-01,-1.147222358622463911e-01,4.612457241145324904e-02,9.553117276571743144e-01,-2.333937670583231538e-01,-6.852702597134488371e+01,-9.814744305181374102e+02
