i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,3.915711306645106902e+02,-2.997811826694967863e+01,6.232048101733931134e+01,2.997811826694967863e+01,8.555140476697076224e-01,1.627181287325428771e-01,8.398970748502381234e-01,9.881750876183732490e-01,-9.475681633280728933e-02,-2.997811826694967863e+01,-3.915711306645106902e+02
1,4.385596847907374922e+02,-3.576730318335498993e+01,6.979894167526938986e+01,3.576730318335498993e+01,6.322685868310440327e-01,5.995182325630332709e-01,-2.008518227893946184e-01,9.856290077903910873e-01,-1.059366602928224071e-01,-3.576730318335498993e+01,-4.385596847907374922e+02
2,7.051932352379433723e+03,-3.280343305905714146e+02,1.122349892230844489e+03,3.280343305905714146e+02,9.139673202630482773e-01,-1.549117639446796757e-03,-9.139660074331850126e-01,-1.387279431223490400e-01,-9.125518766496986123e-01,-3.280343305905714146e+02,-7.051932352379433723e+03
