i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,9.187553833989317354e+03,-2.851078503987541239e+02,1.462244607602294764e+03,2.851078503987541239e+02,2.714159820533204037e-01,-1.190483507511379824e-01,-2.439141764994449124e-01,-5.808814089495042410e-01,-7.298079453388250926e-01,-2.851078503987541239e+02,-9.187553833989317354e+03
