i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,2.752880997450623909e+03,-3.082565076083902511e+01,4.381346184880141550e+02,3.082565076083902511e+01,1.067182086270490327e-01,-1.211825071722694158e-02,1.060279399598086647e-01,7.766550450666307448e-01,-6.179547415753525730e-01,-3.082565076083902511e+01,-2.752880997450623909e+03
1,7.311751550894965703e+02,-3.535541734616897713e+01,1.163701401984765766e+02,3.535541734616897713e+01,2.448401279930567109e-01,2.307815773317022368e-01,-8.177133874376724121e-02,9.756514575421519897e-01,-1.760369407089725224e-01,-3.535541734616897713e+01,-7.311751550894965703e+02
