i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,1.099850181303959107e+04,-6.941528851305009407e-02,1.750465930150423901e+03,6.941528851305009407e-02,2.820932265510419519e-06,-2.002553667164489414e-06,1.986815959449642521e-06,-8.976245995899199137e-01,-4.407223441142881781e-01,-6.941528851305009407e-02,-1.099850181303959107e+04
1,4.923430221223379135e+02,-3.096427897430258924e-01,7.835882566757246082e+01,3.096427897430258924e-01,4.698785439943415902e-07,1.940158553722853651e-07,-4.279529109264276070e-07,9.927095135765415801e-01,-1.199026284751406324e-01,-3.096427897430258924e-01,-4.923430221223379135e+02
2,6.391085045599275873e+03,-4.876355666318645254e-01,1.017172776727816085e+03,4.876355666318645254e-01,9.385841969067392566e-06,4.342257851035247171e-06,8.320987094295341350e-06,1.047139118096741123e-02,-9.998261223868166736e-01,-4.876355666318645254e-01,-6.391085045599275873e+03
3,9.413899737235176872e+03,-8.151514950133463833e-01,1.498268676952473015e+03,8.151514950133463833e-01,4.567760110571785412e-06,3.552652941086805379e-06,-2.871078108989381198e-06,-6.648865024392007772e-01,-7.466779726789616323e-01,-8.151514950133463833e-01,-9.413899737235176872e+03
4,7.700958036615161291e+03,-8.812608572160943732e-01,1.225645538070560178e+03,8.812608572160943732e-01,1.469724861846607865e-05,3.147712846702949004e-06,-1.435621888895903928e-05,-3.043458548650759266e-01,-9.523357548893313096e-01,-8.812608572160943732e-01,-7.700958036615161291e+03
5,8.331785316905561558e+03,-9.122531491490003530e-01,1.326044817965993843e+03,9.122531491490003530e-01,7.758234288234337143e-06,-3.934672300599853162e-06,6.686445480075883846e-06,-4.468308143579353686e-01,-8.943695469011543331e-01,-9.122531491490003530e-01,-8.331785316905561558e+03
6,3.400927433632626617e+03,-9.560621405882283597e-01,5.412744121594663511e+02,9.560621405882283597e-01,2.578226072520973402e-06,1.856540464356430580e-06,-1.788996138965686075e-06,6.744935380029370986e-01,-7.379645986916092415e-01,-9.560621405882283597e-01,-3.400927433632626617e+03
7,1.596662878447401397e+02,-1.063229237709591768e+00,2.541167895562379897e+01,1.063229237709591768e+00,3.314410689841452590e-07,1.284233668511506544e-07,-3.055497030860408799e-07,9.989809893589196577e-01,-3.896104125709203697e-02,-1.063229237709591768e+00,-1.596662878447401397e+02
8,1.213415615640823717e+03,-1.066791102198506591e+00,1.931210932541324610e+02,1.066791102198506591e+00,9.049121057555416383e-06,-2.301737156783331434e-06,-8.751491185813756074e-06,9.561906385784042506e-01,-2.918539090776898215e-01,-1.066791102198506591e+00,-1.213415615640823717e+03
9,9.085968197466117999e+03,-1.157058583563387089e+00,1.446076751402490800e+03,1.157058583563387089e+00,6.217533104018162921e-05,5.710160083190277949e-05,2.460038561466490952e-05,-6.029901508954998990e-01,-7.973945494402518985e-01,-1.157058583563387089e+00,-9.085968197466117999e+03
10,6.117004949183292410e+02,-1.229361504113977599e+00,9.735515745801090759e+01,1.229361504113977599e+00,5.924655626769505898e-07,-5.919631133807951273e-07,-2.439498626012218019e-08,9.885725998829435479e-01,-1.487417921004171861e-01,-1.229361504113977599e+00,-6.117004949183292410e+02
11,8.380203970109386091e+02,-1.355591706707338640e+00,1.333750885961234758e+02,1.355591706707338640e+00,1.670188028289622266e-06,-1.397729275261769577e-06,9.142652366344160015e-07,9.788193859957821097e-01,-2.031032215399521668e-01,-1.355591706707338640e+00,-8.380203970109386091e+02
12,5.603550172870791357e+02,-1.568715319356029703e+00,8.918327088758310595e+01,1.568715319356029703e+00,4.542703590036625532e-07,-4.541957737463172854e-07,8.231535719451492660e-09,9.902773876519929130e-01,-1.363268664333061042e-01,-1.568715319356029703e+00,-5.603550172870791357e+02
13,6.884652494474504238e+03,-1.649313624631762121e+00,1.095726475965564987e+03,1.649313624631762121e+00,4.268217230660634126e-06,3.822032006998048179e-06,-1.899934121381793973e-06,-1.097609677671806117e-01,-9.935529805837409745e-01,-1.649313624631762121e+00,-6.884652494474504238e+03
14,8.013971177016332149e+03,-1.659990342055616130e+00,1.275463126618123852e+03,1.659990342055616130e+00,8.386118263513188384e-06,-8.193063735654670720e-06,1.789046157350279654e-06,-3.760920486880968139e-01,-9.261449979106650687e-01,-1.659990342055616130e+00,-8.013971177016332149e+03
15,3.588590849676390917e+03,-1.778129094011487998e+00,5.711419724603423447e+02,1.778129094011487998e+00,9.142032660947871570e-06,6.359043401448856959e-06,6.568053607601521092e-06,6.398583515804212585e-01,-7.679280172100697577e-01,-1.778129094011487998e+00,-3.588590849676390917e+03
