i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,3.420898367674420115e+03,-7.391777911587293204e+01,5.444528850303800027e+02,7.391777911587293204e+01,1.216010839969752788e-01,1.197397968216112052e-01,2.119444942334437754e-02,6.590427725931264913e-01,-7.281576289247603251e-01,-7.391777911587293204e+01,-3.420898367674420115e+03
1,6.897675444455376237e+03,-2.540762609049962748e+02,1.097799142828659342e+03,2.540762609049962748e+02,2.071433105733983260e-01,-9.363157646759320829e-02,1.847741296921746879e-01,-1.061704789719140757e-01,-9.338383551111086867e-01,-2.540762609049962748e+02,-6.897675444455376237e+03
