i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,5.136589195785400079e+03,-3.258135115184379771e+01,8.175135611416698111e+02,3.258135115184379771e+01,3.040829233631496265e-01,2.942054478178552923e-01,-7.687378457819282751e-02,3.090085183505378863e-01,-9.427251721852086819e-01,-3.258135115184379771e+01,-5.136589195785400079e+03
1,1.298027860369796372e+03,-1.261325968166268154e+02,2.065875502488496238e+02,1.261325968166268154e+02,1.870605956411153903e+00,-7.925029224708122211e-01,1.694433758527051248e+00,9.213908181853299739e-01,-3.021737700706896290e-01,-1.261325968166268154e+02,-1.298027860369796372e+03
