i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,3.422982502963381648e+03,-5.979685128069375111e+01,5.447845854636905187e+02,5.979685128069375111e+01,9.977098234841527691e-02,-9.781429545787331814e-02,1.966246482126934869e-02,6.609468705200161054e-01,-7.310086777435435001e-01,-5.979685128069375111e+01,-3.422982502963381648e+03
1,7.110752283583872668e+03,-2.505599107805395818e+02,1.131711375034356024e+03,2.505599107805395818e+02,3.765195402120252166e-01,3.548334412000344606e-01,1.259372588538299198e-01,-1.547166486328991897e-01,-9.278507144064983558e-01,-2.505599107805395818e+02,-7.110752283583872668e+03
