i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,5.123800671227120802e+03,-4.389293389511899335e+01,8.154782042433675997e+02,4.389293389511899335e+01,3.520842647977751594e-01,2.706743754932019463e-01,2.251637447937722136e-01,3.110900834599357179e-01,-9.391586121256702002e-01,-4.389293389511899335e+01,-5.123800671227120802e+03
1,1.288645979691927550e+03,-1.123370758766573942e+02,2.050943775634684414e+02,1.123370758766573942e+02,1.657008240505533969e+00,-1.044965565483285896e+00,1.285971724439321173e+00,9.251913755312711762e-01,-3.010748638161001578e-01,-1.123370758766573942e+02,-1.288645979691927550e+03
