i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,9.878649925006484409e+03,-2.983834508621206183e+01,1.572235966639163280e+03,2.983834508621206183e+01,2.390648976360317535e-01,1.550224368104814732e-01,1.819892012375091961e-01,-7.398895773629303729e-01,-6.618908750911526306e-01,-2.983834508621206183e+01,-9.878649925006484409e+03
1,3.847368148749395914e+03,-3.722332725434278444e+01,6.123276587677808038e+02,3.722332725434278444e+01,3.418956107723673532e-01,-3.358684190883798881e-01,6.391411209179490016e-02,5.850134153413377724e-01,-7.998425022968935760e-01,-3.722332725434278444e+01,-3.847368148749395914e+03
