i,omega_re,omega_im,freq_hz,damping_1_over_s,amp_abs,a_re,a_im,z_re,z_im,q_re,q_im
0,1.091380929151951204e+04,-1.426255328843204140e+01,1.736986696707586589e+03,1.426255328843204140e+01,1.620388849384586660e-01,-1.100067921410686211e-01,1.189752323592216110e-01,-8.852477961297861020e-01,-4.575985090768269203e-01,-1.426255328843204140e+01,-1.091380929151951204e+04
1,1.416622725148458812e+03,-2.577332532514611216e+02,2.254625092036886542e+02,2.577332532514611216e+02,2.796710252236216943e-01,-2.769858017690060015e-01,-3.866197056556434225e-02,8.834126592336715156e-01,-3.183275382718815383e-01,-2.577332532514611216e+02,-1.416622725148458812e+03
